account_id,customer_id,account_type,status,balance,currency,opened_date
5d0f6027-5784-4531-8019-4f93538b0c6f,598dbd52-6edd-4113-9a0e-1cb1bf6c21b4,SAVINGS,CLOSED,46419.06,EUR,2022-12-27
cac85d39-a227-436c-9336-88c52a8288a7,d9825b02-01ae-4f1c-88f7-7d07d458a7e9,LOAN,CLOSED,34379.35,EUR,2021-09-07
2d034087-7c4c-4f62-b26b-02aae3fd9ec8,5d2f615a-f9ae-4c07-84ea-489247cd3561,LOAN,ACTIVE,32244.61,EUR,2023-05-07
26df76a8-8448-4546-a484-e2f3929bcfe6,129e9fcd-3f07-423b-8714-61ebc28d5248,SAVINGS,ACTIVE,,GBP,2020-02-18
96bc058b-fdfe-4abd-a775-329308d9fa7a,9a59bfd2-4ae2-40ed-a8b9-82387d1cb11e,LOAN,INACTIVE,45252.15,EUR,2019-12-30
a5dd7a4a-105d-4eff-aea8-949a87eda432,21a69dd0-535f-4e54-8592-09028025a22e,SAVINGS,ACTIVE,87727.19,GBP,2025-05-04
b74faac6-12b6-4ad0-a760-d57ad55317e9,42817377-fd8f-490d-93e2-fb4afb711ad7,SAVINGS,ACTIVE,43276.79,EUR,2021-08-01
e557cfe5-e988-462a-be32-fe3fd7686f3e,1eb38b9c-77fd-4a3b-be3c-d54ae2237b6c,CURRENT,ACTIVE,1329.06,EUR,2016-05-04
0278c2bc-88ff-4e46-b11a-faedfe6c45ac,88f122bd-16c6-4610-87b5-c04ad6078ba0,CURRENT,ACTIVE,17159.08,USD,2023-06-11
2670c548-88b3-4e4f-ad3e-02773af5af32,ced4ded4-91dc-4007-bf93-ee72791cff69,LOAN,INACTIVE,30277.49,EUR,2020-01-28
114a3e22-cad5-4f11-8f60-bab28c7ce8fe,4bdc4124-de15-4f44-b3cb-fd034101dcad,CURRENT,CLOSED,19775.99,GBP,2022-12-11
18c37c83-a58c-4f55-ae45-6ad9649ebe3e,00783373-737e-41e7-84a9-ac3dd32597cf,LOAN,ACTIVE,45920.26,EUR,2018-08-13
5816d7a1-e37a-459e-911e-31b155878796,111c0726-402c-4b55-9331-93b43765d013,SAVINGS,ACTIVE,75244.89,EUR,2022-11-03
72c36b2f-8365-459d-a738-a12df2fa72b4,05a96831-e4ed-4ce6-adf3-6de19b80d096,SAVINGS,ACTIVE,32102.2,EUR,2024-08-26
bdf1c3d1-c29b-42bc-9b38-8dac7ea8aadf,9e519535-8c31-4c20-b671-84d04fc5cb45,CURRENT,ACTIVE,47787.64,EUR,2016-12-21
c3e8f0d8-2fa7-4cee-a112-2ec8a8059bdf,1778fed3-97f3-434f-aa84-ab687de878a6,SAVINGS,CLOSED,47591.54,EUR,2019-03-16
f62fcb06-0b54-4bea-8bcb-30315e743634,8c41415f-ca5b-4c41-9bad-b1b91d440406,CURRENT,ACTIVE,42804.67,EUR,2024-03-23
cff7c73f-5fbd-4167-a838-98020da899a0,d26cfa9a-f178-414b-abfd-0eb6735c9cea,SAVINGS,ACTIVE,97044.63,EUR,2016-10-17
21abd349-b060-4941-be0f-0fdeb0f9132a,00b11270-41f6-4cc3-b6b6-ef07e6054021,CURRENT,ACTIVE,21198.47,EUR,2022-11-06
302b567e-3ffa-4df2-9cbc-c5af40ac0e60,8cd5f428-ad05-4668-b989-d626237cf4d1,LOAN,ACTIVE,12370.58,EUR,2025-07-26
e2e66e04-8947-4951-bffc-e0245d53a355,b999177f-ef11-418b-8fbe-9eb48be782ed,LOAN,CLOSED,4634.81,EUR,2017-09-28
1a8a144b-b0c3-4b59-8d40-a1b00a49b8ba,b409f15a-6b54-4854-9dcf-88bcae3a2cde,LOAN,ACTIVE,16856.52,EUR,2017-03-16
36e0f399-1878-4c52-b7db-36b0e7773a32,f2418679-a8fd-40a3-9729-651acbdf3b8e,CURRENT,INACTIVE,46085.62,EUR,2022-05-22
013bec8a-3890-4698-8963-e10118afa27e,d58adeb5-bcca-4b4b-ad3d-b15b76a7661a,SAVINGS,INACTIVE,,EUR,2019-01-23
40a6d34a-f06c-4393-9ca0-ee32f4b13d80,e81a41c2-9ed5-4d02-ac21-a330bd533dfe,LOAN,ACTIVE,16106.12,EUR,2021-10-10
2b185dff-e3f4-4db8-b0b2-3e4821426a39,d019df94-b134-48fa-8859-c92c73239e33,SAVINGS,ACTIVE,88751.41,EUR,2023-07-08
3576bcbc-ef11-4979-9750-ef4d714c969f,8ba22c98-59fb-4945-b181-cf4dcd798c3f,SAVINGS,INACTIVE,92219.97,GBP,2024-05-16
19c0e48a-ebff-495c-abc3-bc0443dcb730,07058778-8a77-4db5-bba7-af6bdb21053e,CURRENT,ACTIVE,49123.39,EUR,2022-01-25
5fb72167-f79b-4bbe-aa00-fd183c9de3aa,fbca626a-6bad-458a-95c0-7eb3f5db95d2,LOAN,ACTIVE,18674.78,EUR,2025-11-26
551a91fc-e327-4456-9326-fd7a2dbe8f54,12d27950-3bea-470b-a55c-b359baa1361e,LOAN,ACTIVE,28034.02,EUR,2019-02-27
af66b1d0-c166-48da-b267-8167f19ceeff,82cfdc3d-24bd-4ca3-98f0-33a5db73137c,LOAN,INACTIVE,2994.06,GBP,2016-11-26
54ce6410-6b35-4223-887a-537bfb852533,561e25a9-2a6d-498d-8e3c-5b0d6183db30,SAVINGS,ACTIVE,,EUR,2023-04-02
2c100ab1-7a9f-4cff-8b72-604e11e37755,48929577-81c7-4096-ad64-df83aa0b4b51,SAVINGS,ACTIVE,35109.05,EUR,2020-07-22
4a217d02-1158-48d8-baea-7101cf2be848,6ff6dc22-fbbf-42c2-ae78-855b8edd462c,LOAN,ACTIVE,8939.94,EUR,2023-05-03
0ed819fc-d472-41a4-a2cc-ba91cd22c679,3c5dac6c-72ae-4973-a94f-20bb281b805f,SAVINGS,ACTIVE,36968.37,EUR,2016-07-03
b2a65245-cdab-4a81-aa35-4b5be38835f2,c01ec6b9-3743-4051-b91c-d67abc278d35,LOAN,ACTIVE,44268.79,GBP,2016-09-15
6ec3f26b-ed49-4577-8c71-4b152a02580c,a2b79c4a-d09b-4da5-a91b-442d4e2e97da,SAVINGS,ACTIVE,93915.91,USD,2021-04-18
dfe3fb47-0e8c-4525-a603-4a6d57ca30e1,5cd177e4-5e6f-420e-983d-1e9d6715c112,CURRENT,INACTIVE,17653.83,EUR,2020-07-10
98b268c5-d57e-4318-867d-9592b19611bd,e19e05da-f88f-4778-ac94-93bab520c5d1,LOAN,CLOSED,13629.56,EUR,2020-01-20
c07fba0f-72f4-4065-b065-32745bfcbe39,f10a87e4-fa86-4a80-ba27-26f514125ec5,CURRENT,ACTIVE,40354.08,USD,2018-07-02
0868f67e-4b3e-4a75-bd27-b09fe75297b2,2a9a767d-be9f-4bcd-af07-903eb08d5e7a,CURRENT,ACTIVE,10591.8,EUR,2022-11-25
4383a388-0f30-46c7-95c6-432b0b7a2520,9a100dc9-b9be-4b4d-982d-73b03e0e202a,SAVINGS,ACTIVE,81912.02,GBP,2019-12-24
44a3043a-3d01-4726-a5df-26687de0bd64,23f59985-ea9d-43d0-be2d-6ee25aa16f5f,SAVINGS,CLOSED,63719.59,EUR,2017-03-02
94d89f13-7428-4f5e-9056-bbcde7b5b1ab,2ce23c7c-b27c-4b35-92fb-be1e227988e8,CURRENT,ACTIVE,30151.97,EUR,2019-12-16
d4f342e6-af3a-4b23-ac50-cf4b5459a349,38bafb31-f919-4be0-98c4-fe07016cd0e6,LOAN,CLOSED,41968.81,EUR,2021-09-17
1f585314-b93c-4600-95fb-60f9392b8e9d,6aa75679-37c0-4f25-8a54-73a9c13822f3,CURRENT,ACTIVE,19595.43,EUR,2023-01-16
cf4abbe7-f95d-473f-8b0a-c59a3d17550a,87355ee0-4d4d-4a04-af08-1940f09181f8,CURRENT,INACTIVE,11332.83,EUR,2018-07-09
8ec52f11-b60e-4648-92f5-3e03acb1ccde,eeb54179-9e48-4fd2-8187-93a8d6360fef,LOAN,ACTIVE,23291.97,EUR,2020-04-10
f6fa7326-a451-4c68-967e-a6153bf88fb9,9476955f-2ec5-4730-a68d-1952e02c8b9d,SAVINGS,INACTIVE,44119.04,EUR,2022-02-28
a57a8d5c-f9fd-48b4-8662-5e83df2e6455,c55f77bc-18d1-41c9-bca1-2f0fabe42c10,LOAN,ACTIVE,17397.37,EUR,2021-06-18
ccd330ea-3bd8-467c-ac32-460210d061cb,bb91e1c1-aa86-4321-8d82-e1187b1fdce7,CURRENT,ACTIVE,46949.91,EUR,2022-08-15
517967ae-e4ad-4ee6-a810-2e123878690e,dccf5a8a-29aa-438f-98d1-3a71b29980c0,LOAN,INACTIVE,37467.74,USD,2021-10-12
c7136fdf-9d35-4e94-a148-891d7b5d3235,e1193cf0-fa4b-4b53-ba9a-ae98b4c9bc64,LOAN,ACTIVE,47600.74,EUR,2026-04-19
682e10a6-dbbe-4f6f-a7c8-47fdbcdaab40,19c78814-996b-42df-9c98-30ee0c6c30ba,LOAN,ACTIVE,1571.57,EUR,2019-02-16
94d40deb-c0ff-497d-87fc-c147881e653d,0c69e586-aece-45d9-b3e8-cbfed466af51,LOAN,INACTIVE,15444.94,EUR,2019-10-01
d4b1bc1b-a8d1-4d6c-a18f-0d96886c4fe8,e54ddf4e-7b96-47d0-82ee-c8bfbd168e38,SAVINGS,ACTIVE,94889.57,EUR,2025-11-21
213c0a41-263f-4556-ae74-36aa8cf64fbb,fa06f3a8-6f03-41c6-a85c-0720f6060af1,CURRENT,ACTIVE,39798.59,EUR,2017-06-05
bd09f4dc-5283-4622-8a18-bdad1780aade,0a8cb604-15b8-40d3-b2e0-30aa4866a496,CURRENT,ACTIVE,17116.97,EUR,2018-05-12
162dc59a-9ee0-42a0-b678-65dccebe6cff,f4320528-5e74-452f-b96c-30a593a95085,SAVINGS,CLOSED,66763.14,EUR,2022-06-13
49361bf7-db8c-4b0a-93cb-68c7d659cf26,b31cafa7-8fa5-481b-96a0-1ba6b04593ec,CURRENT,ACTIVE,30761.19,USD,2026-01-03
bd6699fc-b921-4fd1-8d9c-a997a8ed73f2,92a33e50-328f-4107-85d1-b3f33b0a987b,SAVINGS,ACTIVE,92116.51,EUR,2023-07-13
8589f3c1-7f57-47e0-95c7-57c1ea0fa4fb,b39de091-6f2c-48e5-befc-958c2af057fb,SAVINGS,ACTIVE,26708.66,EUR,2023-04-30
ecb2bb43-8e36-49e6-958f-8fa41a6b6aca,91d42153-ef1b-45fc-aad5-965f73a73f48,LOAN,CLOSED,42994.28,GBP,2016-11-08
26c04b1f-77f3-4644-8746-c0585147395d,2c837da4-c82d-4306-ab2b-799e1b3cd18c,CURRENT,ACTIVE,15365.83,EUR,2020-04-24
2d367a81-d22a-422f-a23c-46b8fd7e402a,539adef2-7a56-4e78-bdb5-1e1724bef057,CURRENT,ACTIVE,11628.53,EUR,2023-06-28
28e0608c-d82f-407d-821c-6ada61a1ce01,4eee3fd7-d71c-42b0-af59-c518aed816a7,LOAN,CLOSED,45426.35,EUR,2023-08-03
25a4c7fc-2536-41b7-bae5-871108ee93b1,7861b6f9-cc18-4cde-8059-dea53fe98d31,LOAN,CLOSED,27793.6,EUR,2023-01-12
