transaction_id,account_id,transaction_type,amount,currency,transaction_date,merchant,status
b10589ed-9458-4916-b1c3-f6851b10c577,a09f5ac7-e9f3-4139-8da5-f799d9fdec8f,DEBIT,2853.8,GBP,2025-05-07T16:25:30.003684,Allen-Carter,PENDING
fcfff2cf-8cb5-4303-b9e0-f75236be396d,49269040-5049-4d97-aa8f-7767e4ded9b6,DEBIT,4381.24,GBP,2024-01-01T12:21:56.413880,"Greenwood, Hope and Hunt",FAILED
e0d042d8-9b13-4c4a-8b9a-078171b021f6,273eaf46-364c-4a5a-8694-fe16c3b21f3b,CREDIT,1664.9,EUR,2024-01-24T02:09:50.096016,"Green, Williams and Clarke",COMPLETED
53bf9232-5997-42f5-bf7b-23082540b238,6680b14c-8012-4396-8c9c-fbb96e045550,DEBIT,3255.18,EUR,2025-05-15T21:47:39.481039,Hancock-Jackson,COMPLETED
561b7953-edc7-4b82-984f-af61d33d4374,fcaeaf85-55e7-4586-8fe9-ac708bca87ed,DEBIT,8305.07,EUR,2025-10-10T14:12:56.993046,"Moore, Webb and Kent",COMPLETED
cfbedac4-0893-492c-9e55-917a10402c48,6191276e-6b36-44f9-85bb-8ddeee4be65e,CREDIT,5265.17,EUR,2025-10-18T01:50:25.961540,O'Brien Inc,COMPLETED
5c716d80-7d40-489d-85b3-b8acf1e55a91,d63c3d3a-bb8b-4f1d-86fa-e71f0e9281ed,DEBIT,7080.87,GBP,2025-08-17T22:15:28.207111,Davies Inc,COMPLETED
3461e6de-77a4-411a-91e0-2414ff83ca9b,61fa0db9-fb85-4d18-b7f5-08e2ffc1d00a,DEBIT,5915.76,EUR,2024-07-30T23:39:23.606048,Walker Ltd,COMPLETED
9d79fd5a-aa23-4686-a542-1b066768cbb0,927343b7-1da3-47d5-948e-900020b43175,CREDIT,7055.81,EUR,2024-07-26T09:38:41.009527,"James, Perry and Godfrey",COMPLETED
9d7b27d9-6050-4ec2-b3c8-29ec32fd1e44,96ea29ef-bffb-4b51-b6dc-36d6e77a4f0d,DEBIT,2161.38,EUR,2026-01-16T17:27:52.180456,Knowles Inc,COMPLETED
9cc8f031-15e5-40d4-9e34-bd729143ec55,d0d47925-e024-4cbf-8726-cfa6d411486a,DEBIT,2851.46,EUR,2023-07-08T10:12:29.122074,"Taylor, Davies and Baker",REVERSED
13e63977-83e9-400c-a677-2c14f24a6420,73393687-1ce4-4827-a7ed-177003b55ec4,DEBIT,2443.34,GBP,2024-11-06T01:41:29.721956,"Owen, Martin and Sinclair",COMPLETED
20d5d806-2ad2-41e3-9328-05519de6768c,4c07b355-9cd2-4aff-9bfb-d4c6c3ef9d53,TRANSFER,2843.59,EUR,2024-11-26T18:15:56.911054,Burns Ltd,COMPLETED
42d802b6-97e2-479d-a9da-650e4fe7b638,2f5307bf-7e0f-414e-a8b5-e5b83d9eafdd,DEBIT,9835.46,EUR,2024-01-19T14:38:12.856680,"Morrison, Lowe and Wilson",COMPLETED
d465fa1d-d296-47c6-9a28-6eea961b9e64,f3bf2d28-13d0-42b5-831a-7d43013c6072,DEBIT,5454.01,EUR,2023-07-09T13:38:14.782224,Taylor-Edwards,FAILED
cfc07daa-78d3-4031-9290-0f1fb9d81946,7de0857b-5437-43b0-9366-6bfd7f8df1c9,CREDIT,7170.75,EUR,2023-12-26T05:41:15.423587,Roberts Group,COMPLETED
2800929f-9b5f-4237-95bc-2caa71562a1f,4b57dc90-0564-4e35-93f7-ca7c4e4c8399,TRANSFER,115.01,EUR,2026-02-27T07:54:10.967801,Smith LLC,COMPLETED
ceb7e4b6-3a3f-46b1-a42a-84452731628e,cc5406e3-ed10-4a7c-852b-54181499710c,DEBIT,5591.96,EUR,2025-06-13T08:04:38.310986,"Reid, Bennett and Webb",COMPLETED
b70f3588-2746-4245-825f-c67f841f51e9,769cf6b7-10bb-44c1-8679-75581df407e3,TRANSFER,1390.28,USD,2026-03-29T16:12:13.622621,"Fox, Scott and Bentley",COMPLETED
6c223d28-2865-459d-9e14-26deb5da1f64,4c418259-d702-489c-b3d7-887b4bbbffb2,CREDIT,8796.66,EUR,2024-06-28T16:39:21.954307,O'Neill-Spencer,COMPLETED
647ef911-493e-40f5-a7e3-2cf51b2ac724,36dd2b14-c7a3-4ed2-8059-9876dd6c1704,DEBIT,2395.7,EUR,2025-12-31T10:44:48.539165,Cunningham LLC,COMPLETED
3a02fdfb-b636-42a9-ab03-eecfb957bafb,79d853e8-f531-4f55-b4dd-3719ebb8c390,DEBIT,1881.57,EUR,2025-09-16T07:56:37.712245,Lynch and Sons,COMPLETED
48f4a825-f8c9-4916-a865-c4adaa479dfe,69533805-eac9-4641-8cc8-d60d1d9df88e,CREDIT,8388.27,GBP,2026-03-06T01:10:23.371393,Williamson-Humphries,COMPLETED
6e0bae04-1153-42dd-93cf-f9b0fde6fb76,f147f787-fe05-455b-a43a-24e3a9fd7d37,CREDIT,169.45,EUR,2026-04-13T12:26:04.599707,Dixon Group,COMPLETED
8c330153-9bf5-412a-8a13-ca9f9d73dd09,7f8807b0-4867-4ff4-bd77-fcceb0e3384f,TRANSFER,2124.23,GBP,2025-12-11T13:25:57.430753,Dyer-Coleman,PENDING
2f4b185d-73b6-4230-9ed1-25425dc72a2a,dcee030f-f6ff-452c-be74-f6c6ce8fb918,TRANSFER,2410.43,EUR,2026-01-23T00:12:49.666383,Jenkins PLC,COMPLETED
ec86c00b-59bb-47db-bfe5-fd71572f4075,49ee031e-0f10-4c28-b2a2-60ea294d3e04,DEBIT,7004.08,EUR,2023-10-23T11:15:58.999812,"Wilson, Barrett and Lloyd",COMPLETED
ec23223e-8b61-4e28-8359-5857acb36678,e2978a2d-5c6b-4f9d-8e9f-afb59d191aaf,CREDIT,5415.02,EUR,2023-06-23T19:02:36.551416,Johnson-Knight,COMPLETED
756ed696-c8b6-472d-b1f5-22b9522700f5,7bcd52bc-8047-4362-a473-f4282905ce66,CREDIT,4190.92,EUR,2024-04-15T08:45:51.991494,Herbert and Sons,PENDING
16fb7f3f-3d7e-45b6-894c-9e84258d2a57,2b2f0d21-0e93-494f-a766-ffcedfdb3cd9,DEBIT,2146.83,EUR,2025-01-04T09:09:50.836054,Byrne-Lowe,COMPLETED
ecf55229-2953-408e-b15f-aeaacd745043,654498ac-ebf3-4ed9-9b62-6691f7d79222,TRANSFER,3984.2,EUR,2024-03-23T17:02:31.077183,"Bell, Walker and Rogers",COMPLETED
5bda5309-f3c3-4fe9-8ec4-0e5ed034d252,7be5c074-4848-4c55-b50d-065a36fd8ec0,CREDIT,6896.79,EUR,2023-09-06T14:48:49.463242,"Walker, Morton and Byrne",COMPLETED
791aae0d-2ada-43df-bb0c-105340aa4296,fb67c408-f4c3-4f4c-beee-8c6c3f8ebeee,DEBIT,810.25,EUR,2026-02-10T01:04:37.983700,Jones LLC,PENDING
3f431b75-302b-47cf-8335-3b34429094b8,bdca5ea9-cee7-4290-8955-1bb6789478e3,TRANSFER,3087.15,EUR,2024-03-23T15:56:24.978881,Lewis-Bull,COMPLETED
9a396411-1a5d-447e-b74d-8d5ed589d7de,f3f8f130-1cf6-4e50-aad9-73cb21e28a68,TRANSFER,4428.96,EUR,2024-05-20T13:33:25.774739,Parkinson-Wyatt,REVERSED
623e2d1e-c1b1-4f38-aa3e-7b2d8c885578,78747352-5a70-41c4-ad69-6318208883f4,CREDIT,1768.27,EUR,2025-07-03T18:52:35.254201,"Lamb, Banks and Duffy",COMPLETED
cf62478f-7d0d-4333-98e0-90d41e29bc06,b09343a9-35d9-420f-be00-bceb2f671a48,DEBIT,1568.45,EUR,2025-07-28T20:09:03.517869,"Gough, Thomas and King",COMPLETED
82b312eb-6e5d-41d1-9f84-08156262c0ba,2a83d7ca-dbfa-4fcf-8738-ee640d0824ba,TRANSFER,5728.68,EUR,2024-10-30T09:34:39.207626,"Jordan, Ward and Talbot",COMPLETED
10b7d4ff-00ec-4f42-ac02-975133ff67d2,9c9074db-7577-45fd-b579-cb9ebd2546e4,CREDIT,869.69,EUR,2025-04-05T02:34:18.619998,"Mistry, Ahmed and Benson",PENDING
51b4042a-b1a9-45e5-88b9-f4e5a4af4b53,0ccdd3c1-9057-418d-af32-fe5fbd87523c,DEBIT,2024.11,EUR,2024-09-23T22:44:52.337215,"Stevens, Wilkins and Hunt",COMPLETED
c1dded31-edb3-4678-b468-bac79d57a096,8962446f-2f52-4997-b732-1055f005f030,DEBIT,2439.91,EUR,2025-10-25T14:31:31.656998,"Berry, Jones and Ali",COMPLETED
46b6e57a-f273-46f7-afdd-19479187a949,e9787939-7e18-4f84-a443-bea9415118ec,TRANSFER,4505.73,GBP,2025-02-23T09:32:56.420577,"Cox, Webster and Lewis",COMPLETED
06f7f485-1da6-4570-9ec0-437c9e155d78,86f1a40a-f5ee-4c6b-ab5b-6d1641f8caa7,CREDIT,2599.77,GBP,2024-09-26T06:22:00.191279,"Harding, Osborne and Peters",COMPLETED
fcd19418-f91f-4042-bc74-a2c465e77b46,f544c5fc-036d-47ef-a6bb-64c4a9249f4c,TRANSFER,3062.01,EUR,2023-05-19T08:28:41.733771,Byrne-Evans,COMPLETED
bde8da50-6e91-4fa8-8691-7cdd3b671345,edca0d5a-69bb-48d7-9b00-1542fab46b98,TRANSFER,4777.69,EUR,2025-11-19T06:01:26.404526,Wilson PLC,COMPLETED
a9825901-84a4-4c07-aa94-6da8a5d768ec,c2382851-841e-49ad-b332-5da414560ee1,CREDIT,1709.45,EUR,2024-02-27T09:43:58.649632,Webster-Lowe,FAILED
5565bb77-4a5e-4019-aa22-40d5d22ebb78,fe16730f-020c-4ebc-8548-c4af9637026c,TRANSFER,6839.48,EUR,2025-09-19T06:26:10.826953,Davidson-Day,COMPLETED
a3afaa3b-acf6-47b0-9cab-6ece89ae7dd1,afe9d649-f958-4e99-bb6c-9f91d97e1c9f,TRANSFER,2477.27,EUR,2024-09-12T16:13:55.281349,Harris-Wheeler,COMPLETED
edd34b63-a98f-4309-8a56-747199716e0d,225deb9b-8555-47d5-8576-8e43bd49b3e3,TRANSFER,2216.07,EUR,2024-01-20T08:13:05.444356,Rowley Ltd,COMPLETED
8a75c181-4dc7-4f9f-a213-2837c2223448,dab83ce8-3627-4656-aa31-a2dd94ec049c,TRANSFER,9726.77,GBP,2025-07-08T18:17:01.232445,Taylor-Lawrence,COMPLETED
18ca8389-4b10-4b0e-abad-9d1319e4e650,a5fdc381-6a2f-414a-a79f-2f129eb78314,TRANSFER,1328.5,EUR,2026-02-11T17:38:37.854496,Cameron-Sullivan,PENDING
cf0d8cc5-42e2-4206-8691-d5820ebfb8eb,15cdd035-d796-40b5-b315-0e65c85f80d4,DEBIT,5492.18,EUR,2024-08-14T21:20:42.384839,Wilson Inc,COMPLETED
167c9305-9e71-4a70-8744-e5ca3136071a,b16c7832-a934-4053-8aef-96455e53d01e,DEBIT,7730.58,EUR,2025-04-15T19:38:34.778263,Bruce-Smith,COMPLETED
5eeaddf6-e593-4b51-98ea-e3d452550e7b,8fa5fbfa-91ee-4026-bbce-563700f6a962,DEBIT,5680.65,EUR,2026-01-10T17:34:48.508557,"Morton, Taylor and Perry",COMPLETED
9cb7bd96-34b1-4bfc-ac13-206275f43e0f,01251083-a809-48c9-8761-e1f8b217676b,DEBIT,2986.25,GBP,2023-12-10T03:48:12.429187,Davies-Jackson,COMPLETED
de8be648-f11d-4d8b-ac75-b9fcb20aea7f,e04ed21c-2418-4e37-9080-62087e90d87d,DEBIT,2479.46,EUR,2024-12-02T23:39:57.969502,"White, Singh and Bailey",COMPLETED
35ae775f-e8b4-4258-9103-a2090bea16db,159c6b4f-2b8a-4dce-8842-30f61b7f412a,CREDIT,6177.0,EUR,2023-10-26T02:58:39.006122,Taylor-Miah,COMPLETED
36710187-0632-4012-8036-a5412e8824f9,bc139cfe-c274-4cf5-9619-83aa6aee945d,CREDIT,7164.76,EUR,2024-01-12T07:46:28.088192,Miah Ltd,COMPLETED
300ee3ca-108c-429b-bc96-503d13927537,ef7f2edc-af5c-430a-bc32-b3796f965577,TRANSFER,99.9,GBP,2024-03-05T04:18:37.715338,Smith-Shepherd,COMPLETED
3e92beb4-47fb-4c8a-aa2e-84ba54c46efd,cb336319-abe1-4578-8b54-1edaeca51f42,CREDIT,2289.26,EUR,2024-10-27T07:43:54.169296,"Powell, Matthews and Francis",PENDING
d9e99309-ee5a-4e90-b9e4-7fb91491f00b,11bed07d-afeb-4a37-82e8-8f2c2045104f,CREDIT,387.08,EUR,2024-11-13T08:23:18.305960,Wilkinson-Clarke,COMPLETED
1984aa13-b36e-4a68-8b28-09bdd88925bb,1b48b3a6-f91e-4bf4-b4e7-c294e39f9205,DEBIT,3837.52,EUR,2026-03-16T21:02:15.411780,Harrison Inc,COMPLETED
91247e09-c7a5-4b75-8c79-5f94052c8603,c0f1343f-ae4d-409a-aa2f-7ac3beca5a08,CREDIT,5676.81,EUR,2026-01-11T14:38:58.278733,Morgan-Powell,COMPLETED
6ccd7206-7ca7-483e-a66d-595fd133390d,86e8d620-739a-4500-9f8d-ecc3acfbb4db,TRANSFER,4186.98,EUR,2024-02-14T18:15:13.441236,Clements and Sons,COMPLETED
c59d0f1b-fa94-4fc0-a703-361049b71ed3,dc6d8488-8e30-4760-80ce-8f3e10b81656,CREDIT,3330.14,EUR,2024-06-14T04:39:51.019418,,FAILED
dab1895f-82ae-468e-923f-4b5c7f9b4dbf,e1e626a4-9372-457e-96b2-57c621228800,CREDIT,2427.55,EUR,2023-07-09T03:45:55.232455,"Hughes, Harris and Williams",COMPLETED
5d8034d4-7067-441f-b59a-72f9166bb223,04ea55ed-4853-4b23-baea-676e251f8fd9,DEBIT,6469.25,EUR,2025-02-28T19:52:44.202958,"Johnson, Bell and Cooke",COMPLETED
94412a07-c4dc-4027-9b78-406e92b73649,49a9a127-8fe9-4b16-aa13-83c4bcfdd458,TRANSFER,8792.73,USD,2023-12-07T12:19:43.842443,McLean-Smith,COMPLETED
f7d5a924-e37b-468e-8323-1ad9a1e92bc5,0c936ce4-eb5e-489a-a19f-0b76ab21afa7,TRANSFER,935.2,EUR,2025-05-04T09:09:49.378430,,COMPLETED
e6cf2143-f085-4936-9a43-ada7ca0f1507,f434a09c-6ff4-4ed6-9de4-94d161030e3d,DEBIT,1490.6,EUR,2024-01-12T02:09:28.203022,,COMPLETED
a2890ea5-9d95-437d-af2a-586b9540af7e,7d98150f-65b5-4351-9d27-13eee1b3efa9,CREDIT,0.0,EUR,2025-10-01T14:57:00.260196,"Smith, Bates and Parry",COMPLETED
519a5ab8-0e97-4558-bc0a-4c16b0f407c0,7178f5e2-19e6-4588-897e-f2ad2b47488c,DEBIT,6064.95,EUR,2023-12-19T19:57:00.243079,Curtis-Reeves,COMPLETED
2fb449e0-8f6d-407d-af92-6492439e8b2f,37c6511a-be13-4526-ad0f-41e59438f6a7,TRANSFER,9317.93,GBP,2024-09-03T01:17:32.744592,,COMPLETED
f0530899-c895-46be-bac9-9b28e3b4ea44,dc498253-3a12-4e74-b7b3-077eda96b8a3,DEBIT,292.16,EUR,2026-02-05T09:55:10.856890,Harris-Byrne,COMPLETED
108f8c85-2015-48d8-bacb-69cb4378b1e6,76e6279e-c133-462e-94e0-ee720692b23d,TRANSFER,18.48,EUR,2025-07-27T11:21:41.191757,"Buckley, Marshall and Ball",COMPLETED
3a7d0362-bb5b-4fd6-910c-a285d4ab63e8,2f7dfbbf-b24e-427f-a289-6f6acfb54a18,DEBIT,9750.21,EUR,2024-02-11T11:18:49.798132,Nelson-Clarke,COMPLETED
92dd79ea-6e56-4ab8-8032-b3024ef574fa,a4430ccd-8d6f-4e0b-aa1f-6881ec50c2d4,DEBIT,6960.76,EUR,2024-05-14T20:24:58.923703,Smith-Knight,COMPLETED
91a7fa71-bac6-4a88-a25e-5a35bfc9a4e0,5442e1ec-5521-4ba9-80a6-31e014a7d6b5,DEBIT,7714.32,GBP,2024-09-27T20:26:48.868397,Rogers Inc,COMPLETED
fee688f8-6bbe-4985-935e-9b09e49171d2,0d41fed1-a09f-4375-80c4-f0f13964ea80,CREDIT,7450.91,EUR,2025-05-07T21:37:21.325812,Parker-Jones,COMPLETED
7adefab4-e41f-4252-8ca4-9926a02af802,f3697e5d-11df-430d-b8cd-5d9ebf61580e,CREDIT,1895.65,EUR,2024-11-06T20:00:00.358515,"Marsh, Clarke and Collins",COMPLETED
7894db38-2368-4b89-98f6-606e59c2bad9,b8ae6329-026a-4ce8-b49d-5cc9a023567e,CREDIT,9724.67,EUR,2026-01-14T15:30:22.245960,Smith Group,COMPLETED
4ce9102c-3dab-431d-b5ad-6bd3dce93953,ad291a8f-490e-460c-94eb-4b96153c1f99,CREDIT,8927.43,EUR,2025-05-02T15:46:41.823567,Doyle-Wyatt,COMPLETED
798b7f1a-b63e-47a0-8cd3-02269ad0023b,7f9f247b-d110-4631-8553-14213b664e6d,CREDIT,2747.48,EUR,2024-12-02T23:36:23.392540,"Martin, Wells and Watson",COMPLETED
6e57cf3c-2083-4710-8f06-17a8cbc97de1,35a1b3ff-b7d8-4633-92f3-079a31f66bc1,TRANSFER,6970.58,EUR,2023-05-31T21:59:18.647334,"Bibi, Smith and Duffy",FAILED
7edad781-da47-4431-bdde-c0c6f69854aa,54d1d42a-6184-413e-8ad1-3000ad1c4ba2,CREDIT,6358.67,EUR,2025-02-19T01:27:40.007273,Lambert-Jackson,PENDING
9a24a426-6c77-4e30-8621-fe19fc7ced8c,ebe3df29-9855-4466-9d64-e9988139068f,TRANSFER,0.0,USD,2023-12-14T20:10:09.882936,Morris LLC,REVERSED
c8abd8cb-dffa-4f76-bef7-201c61172011,930c3465-31e9-48bb-9212-02a72ba205ea,TRANSFER,2566.65,EUR,2025-04-27T22:44:26.282519,"Curtis, Willis and Read",COMPLETED
0de77559-344a-4aa0-8a12-b77a81c1d324,28d8ae3c-ad63-485b-b081-8505ac16d3c3,CREDIT,2540.79,EUR,2024-11-30T05:28:06.314436,Savage and Sons,FAILED
1a490310-7aa5-41a9-ab23-cb6ad010c91d,8b203ffc-32b8-46db-81b5-c3ed5a886fdc,DEBIT,9995.32,EUR,2026-03-23T19:03:22.447909,Brown-Potter,COMPLETED
19bdff7a-45d0-41ed-8586-2584f6905dcf,a41e05c5-6e47-483c-b61d-a759dec3a6b5,CREDIT,5257.22,EUR,2025-09-10T04:50:59.526451,"Richards, Williams and Hawkins",COMPLETED
d8e9a669-8f9b-4060-bcc6-1a716a3322d1,192d07bb-cd77-427b-897e-2456710546ea,TRANSFER,5600.92,EUR,2025-11-28T22:54:03.138807,Smith Group,COMPLETED
d8c4537f-9b40-433e-82ba-815e6068fdfd,889bd648-7341-4494-a279-445ba733088a,DEBIT,2769.69,EUR,2023-06-29T04:01:53.029295,Hale-Hughes,COMPLETED
7b3bc3c1-fb79-4def-ae5d-0c074db2aa75,ca2927a7-1185-4361-b949-2df4a3084a1a,CREDIT,3204.8,GBP,2025-02-07T19:24:46.559131,"Porter, Burke and Faulkner",COMPLETED
759ef083-1045-4b0c-9005-a1bb20d3b592,f077a06f-434e-4155-8adb-85141561ea1a,TRANSFER,191.79,EUR,2023-08-03T03:30:51.083254,"Kaur, Richards and Williams",COMPLETED
1b8a40d0-d180-4393-9580-48f4ee2899b3,4093404d-d92e-46c6-b56e-da86340229d4,TRANSFER,6685.11,EUR,2024-09-07T04:33:16.569310,"Green, Wilson and Thomas",COMPLETED
80d3807c-9ea8-470e-a022-de635cd292d8,3bfd132c-0cb2-4563-878a-4b080dbcdba3,CREDIT,4041.75,EUR,2023-11-13T16:20:54.272309,Payne-Morgan,PENDING
aacef369-aa1b-41e5-9263-879e039f6976,28cfa704-96cf-4450-a388-eecafee96120,DEBIT,2862.14,GBP,2025-11-08T09:41:21.972858,Bird-Clarke,REVERSED
7d94f4ce-9f56-437a-bc07-7fca40a9d5d8,9e1d9c17-4e8e-47b2-a23e-7d2bcaf4b78f,DEBIT,8722.33,EUR,2023-10-13T23:40:10.784271,"Miller, Steele and Kemp",COMPLETED
fd6cce6d-c1cb-4612-9219-843159df54e7,8eba7b96-dffd-4337-83e1-9bc35c2852be,TRANSFER,4220.86,EUR,2024-08-20T10:54:53.016444,"Storey, Potts and Kaur",PENDING
6dd7c8e1-0a90-4ac5-a10f-8de596c8b6a3,1620cfe9-7432-4e29-af12-a6a9885dd422,TRANSFER,7938.82,EUR,2024-01-20T06:14:59.012324,Kelly-Rowley,COMPLETED
2c6e0199-3782-4a66-8998-1f5f08efdeac,9f9f15f9-5f72-46fd-a30f-780455c5f91e,CREDIT,4420.84,EUR,2023-12-27T20:43:24.452497,Goddard-Smith,FAILED
82372a0b-ad8a-441d-a672-b41d3c01a611,d51be406-f00f-4504-a18e-1690a226aeff,DEBIT,9409.69,USD,2023-06-17T15:37:45.638251,"Gray, Hudson and Jones",COMPLETED
5f57b617-298b-40e5-833f-c3c0dbd66184,a9049565-5aa7-4192-ad0e-00ebdd883a07,DEBIT,144.18,EUR,2025-09-06T14:22:25.921710,"Nolan, Sharpe and Thomas",COMPLETED
2ce318d8-fd29-444e-865a-d77244bc3484,48a716c3-c3ac-4d45-8f82-19f7838dd4f9,TRANSFER,9649.11,EUR,2025-08-14T08:20:03.006798,Fowler-Stephens,PENDING
1ab0e6a6-3da8-4a02-8469-53255195c457,86ea11ab-dd3c-4f09-a4f7-3b29a11634da,DEBIT,9895.27,EUR,2025-06-10T04:56:33.470768,Harris PLC,COMPLETED
bb40c29c-81ab-46d2-b37f-522699ccc84c,fc9c6172-125b-458d-99af-e6202d14fb88,DEBIT,7531.21,EUR,2025-12-14T16:47:38.410560,"Williams, Higgins and Morris",COMPLETED
f4dbdc29-083c-4458-99eb-700706f73943,e796fc82-8eab-4209-a4a3-c7887b4da0eb,TRANSFER,2248.9,EUR,2025-09-25T07:41:17.204119,Blake-Hunt,COMPLETED
4c031dd4-e1d0-4ec5-ba9a-f90aa86e87a4,bca195e5-71d4-4e8a-9807-2a463f44cf36,CREDIT,6923.86,EUR,2025-02-10T08:35:18.518460,"Gibson, Kennedy and Thomas",COMPLETED
e5dc380f-9d03-422e-bf83-e29a71ceff04,2f72dabd-e7d2-4618-90ff-337a36de0200,DEBIT,1123.27,EUR,2023-05-31T14:35:16.510890,"Sharp, Jones and Hayes",COMPLETED
cc1f5c9d-f478-457a-ba0a-2ec2fb64044c,1e6a361a-12d8-4d32-b502-86f9f6c119df,TRANSFER,430.86,EUR,2023-09-07T11:49:09.047879,Johnston-West,COMPLETED
2aee83f4-d4ae-4893-8f82-aa43b0205c17,6be6bf5b-d9cb-453b-a7be-d5519eb7f9e6,DEBIT,9352.07,EUR,2025-03-02T20:48:46.116084,Harrison-Richards,COMPLETED
654895fd-3708-4eb6-8eda-63e1a5e85bce,fc04e114-b69f-46c1-8583-e50acab0cd7f,TRANSFER,1048.37,EUR,2023-11-09T02:55:08.625056,"Morgan, Reed and Williams",COMPLETED
7263e110-1aea-40a5-a91b-7ad7131bf71c,785ace4f-3458-4401-a196-2349a4508dfd,TRANSFER,8278.63,EUR,2025-08-03T02:37:17.390623,Robinson-Evans,FAILED
2f80cefd-561d-4469-a038-4286967eab4f,cc86ad01-8c0b-4217-b388-9b8284774485,CREDIT,8097.44,EUR,2026-04-11T06:45:45.594440,Dawson Group,COMPLETED
6de96dda-53a8-4e71-b80a-796fb7b213e2,f2de84a7-f7de-4c5f-bb05-45ad21bbfd68,TRANSFER,5274.85,EUR,2025-10-12T23:23:13.963334,Ford-Jones,COMPLETED
ab3f01ea-f3e5-4e4b-ba91-bc51bef6bca9,64fd2a02-2800-4bba-96f6-239dfd627708,TRANSFER,5669.73,GBP,2025-10-27T16:36:17.643541,Naylor Inc,COMPLETED
a80c42dd-b618-4811-b148-f53c609dc698,21af5f39-d67c-41cd-ba20-54f9d3b4706e,TRANSFER,2709.42,EUR,2025-02-14T06:36:47.411836,Williams-Berry,COMPLETED
b2e14396-7e2a-442c-aea1-b7d2de96763a,c3f1d860-6f5d-4f6b-b0d6-d22ea56d06e0,DEBIT,3577.41,EUR,2024-12-26T19:20:39.937496,"Bradshaw, Warren and Ahmed",COMPLETED
1a459c84-c3a2-4921-9f2c-fd35936180d3,5140dcf7-bb68-41ab-9afd-19b383d0c3c8,CREDIT,2556.52,EUR,2023-09-08T12:45:29.497345,Hughes PLC,COMPLETED
166c967c-9b66-47b4-92d9-0a576a5522ac,0bd8789c-6547-4077-8090-05f06e9dfac4,DEBIT,7655.96,EUR,2023-11-02T09:19:05.342525,Miah Group,COMPLETED
06f9f88f-0815-4901-90f4-5014cdcd58f4,695abb26-c61e-41fb-a570-9f77183ead6e,TRANSFER,6516.14,EUR,2024-09-07T08:10:44.870561,Taylor PLC,COMPLETED
322906ef-9c93-4b2c-9f17-441e3307bab8,eb9207af-37ac-4ffe-a1df-9c1e70d356ae,TRANSFER,6323.53,GBP,2025-10-10T09:09:14.900208,Taylor Group,COMPLETED
3368acab-ad60-41e6-a3a2-9b5fdd08698a,c37d1a3d-dd7c-4856-9a9d-c47ba2e51b12,DEBIT,8008.63,EUR,2024-11-15T15:33:25.552000,Mitchell Group,COMPLETED
93d790ca-cfc9-4ed4-8ce6-46ef3b1fe391,b0c25628-bdeb-4aed-b846-f2a05cde8314,TRANSFER,479.04,EUR,2025-12-03T09:04:14.338513,Burgess PLC,PENDING
18cea22e-ab00-4193-9266-87045e2a5716,7f7895b7-ed32-4913-a1cf-9a48965eb833,TRANSFER,6136.62,EUR,2023-08-12T05:33:59.931078,"Bishop, Howells and Houghton",COMPLETED
74c2de03-648b-430c-a2d9-c9f6f42cc8d5,f6a921da-450f-4e9e-801b-efba202f2c08,CREDIT,1666.92,EUR,2024-10-20T01:16:45.902372,Walsh-Bennett,COMPLETED
